Order ID,Customer ID,Customer Email,Order Time,Delivery Time,Delivery Address,Customer Availability,Delivery Status,Traffic Condition,Weather Condition
1170,C071,customerC071@gmail.com,44:42.5,44:42.5,"883 Oak St, City, Country",10:00-13:00,Success,Medium,Sunny
1171,C059,customerC059@gmail.com,44:42.5,44:42.5,"109 Pine St, City, Country",10:00-14:00,Success,High,Sunny
1172,C086,customerC086@gmail.com,44:42.5,44:42.5,"199 Elm St, City, Country",6:00-9:00,Success,Low,Cloudy
1173,C028,customerC028@gmail.com,44:42.5,44:42.5,"552 Maple St, City, Country",11:00-14:00,Success,Low,Sunny
1174,C066,customerC066@gmail.com,44:42.5,44:42.5,"405 Pine St, City, Country",22:00-25:00,Failed,Low,Rainy
1175,C042,customerC042@gmail.com,44:42.5,44:42.5,"791 Elm St, City, Country",24:00-28:00,Success,Low,Cloudy
1176,C045,customerC045@gmail.com,44:42.5,44:42.5,"84 Elm St, City, Country",20:00-24:00,Success,Low,Sunny
1177,C062,customerC062@gmail.com,44:42.5,44:42.5,"628 Maple St, City, Country",6:00-9:00,Success,Low,Cloudy
1178,C057,customerC057@gmail.com,44:42.5,44:42.5,"221 Main St, City, Country",1:00-5:00,Success,Medium,Sunny
1179,C006,customerC006@gmail.com,44:42.5,44:42.5,"368 Oak St, City, Country",19:00-21:00,Success,Medium,Sunny
1180,C028,customerC028@gmail.com,44:42.5,44:42.5,"112 Pine St, City, Country",14:00-18:00,Success,Low,Sunny
1181,C028,customerC028@gmail.com,44:42.5,44:42.5,"494 Main St, City, Country",3:00-6:00,Success,Medium,Sunny
1182,C044,customerC044@gmail.com,44:42.5,44:42.5,"475 Pine St, City, Country",5:00-8:00,Success,Low,Cloudy
1183,C084,customerC084@gmail.com,44:42.5,44:42.5,"890 Oak St, City, Country",11:00-13:00,Success,Low,Sunny
1184,C030,customerC030@gmail.com,44:42.5,44:42.5,"421 Main St, City, Country",20:00-23:00,Success,Low,Sunny
1185,C062,customerC062@gmail.com,44:42.5,44:42.5,"707 Oak St, City, Country",6:00-9:00,Success,Low,Sunny
1186,C075,customerC075@gmail.com,44:42.5,44:42.5,"40 Maple St, City, Country",4:00-7:00,Success,Low,Cloudy
1187,C092,customerC092@gmail.com,44:42.5,44:42.5,"164 Elm St, City, Country",21:00-23:00,Failed,Low,Sunny
1188,C089,customerC089@gmail.com,44:42.5,44:42.5,"989 Elm St, City, Country",13:00-17:00,Success,Low,Cloudy
1189,C062,customerC062@gmail.com,44:42.5,44:42.5,"4 Oak St, City, Country",1:00-4:00,Success,High,Sunny
1190,C097,customerC097@gmail.com,44:42.5,44:42.5,"290 Main St, City, Country",4:00-7:00,Success,Low,Sunny
1191,C001,customerC001@gmail.com,44:42.5,44:42.5,"433 Maple St, City, Country",13:00-17:00,Success,Low,Sunny
1192,C027,customerC027@gmail.com,44:42.5,44:42.5,"248 Pine St, City, Country",2:00-5:00,Success,Low,Sunny
1193,C062,customerC062@gmail.com,44:42.5,44:42.5,"279 Maple St, City, Country",4:00-8:00,Success,Medium,Cloudy
1194,C077,customerC077@gmail.com,44:42.5,44:42.5,"581 Maple St, City, Country",5:00-7:00,Success,Low,Sunny
1195,C003,customerC003@gmail.com,44:42.5,44:42.5,"830 Main St, City, Country",17:00-21:00,Success,Medium,Cloudy
1196,C070,customerC070@gmail.com,44:42.5,44:42.5,"825 Maple St, City, Country",25:00-28:00,Success,Low,Sunny
1197,C072,customerC072@gmail.com,44:42.5,44:42.5,"761 Pine St, City, Country",23:00-27:00,Success,Low,Sunny
1198,C027,customerC027@gmail.com,44:42.5,44:42.5,"566 Maple St, City, Country",8:00-10:00,Success,Low,Rainy
1199,C009,customerC009@gmail.com,44:42.5,44:42.5,"825 Elm St, City, Country",5:00-8:00,Success,Low,Cloudy
1200,C062,customerC062@gmail.com,44:42.5,44:42.5,"680 Maple St, City, Country",11:00-13:00,Success,Low,Sunny
1201,C037,customerC037@gmail.com,44:42.5,44:42.5,"317 Pine St, City, Country",18:00-21:00,Failed,Low,Sunny
1202,C097,customerC097@gmail.com,44:42.5,44:42.5,"515 Oak St, City, Country",3:00-7:00,Success,Low,Sunny
1203,C051,customerC051@gmail.com,44:42.5,44:42.5,"342 Pine St, City, Country",7:00-11:00,Success,Low,Sunny
1204,C044,customerC044@gmail.com,44:42.5,44:42.5,"988 Pine St, City, Country",13:00-16:00,Success,Low,Cloudy
1205,C024,customerC024@gmail.com,44:42.5,44:42.5,"38 Oak St, City, Country",9:00-13:00,Failed,High,Cloudy
1206,C079,customerC079@gmail.com,44:42.5,44:42.5,"511 Pine St, City, Country",10:00-13:00,Success,Low,Sunny
1207,C059,customerC059@gmail.com,44:42.5,44:42.5,"751 Main St, City, Country",3:00-7:00,Failed,Medium,Rainy
1208,C032,customerC032@gmail.com,44:42.5,44:42.5,"965 Maple St, City, Country",23:00-26:00,Success,Medium,Sunny
1209,C096,customerC096@gmail.com,44:42.5,44:42.5,"343 Elm St, City, Country",17:00-21:00,Success,Low,Sunny
1210,C088,customerC088@gmail.com,44:42.5,44:42.5,"306 Maple St, City, Country",3:00-6:00,Failed,Low,Sunny
1211,C052,customerC052@gmail.com,44:42.5,44:42.5,"537 Oak St, City, Country",5:00-9:00,Success,Low,Sunny
1212,C062,customerC062@gmail.com,44:42.5,44:42.5,"947 Main St, City, Country",16:00-19:00,Success,Medium,Sunny
1213,C058,customerC058@gmail.com,44:42.5,44:42.5,"382 Oak St, City, Country",24:00-26:00,Success,Medium,Sunny
1214,C052,customerC052@gmail.com,44:42.5,44:42.5,"47 Pine St, City, Country",23:00-25:00,Success,Medium,Sunny
1215,C012,customerC012@gmail.com,44:42.5,44:42.5,"551 Maple St, City, Country",3:00-5:00,Failed,High,Sunny
1216,C039,customerC039@gmail.com,44:42.5,44:42.5,"310 Maple St, City, Country",16:00-19:00,Success,Medium,Cloudy
1217,C002,customerC002@gmail.com,44:42.5,44:42.5,"968 Main St, City, Country",8:00-11:00,Success,Low,Sunny
1218,C003,customerC003@gmail.com,44:42.5,44:42.5,"272 Oak St, City, Country",7:00-9:00,Success,Low,Sunny
1219,C056,customerC056@gmail.com,44:42.5,44:42.5,"799 Elm St, City, Country",5:00-8:00,Success,Medium,Cloudy
1220,C081,customerC081@gmail.com,44:42.5,44:42.5,"202 Oak St, City, Country",19:00-21:00,Success,Low,Rainy
1221,C059,customerC059@gmail.com,44:42.5,44:42.5,"162 Main St, City, Country",14:00-17:00,Success,Low,Rainy
1222,C002,customerC002@gmail.com,44:42.5,44:42.5,"977 Oak St, City, Country",12:00-14:00,Success,Medium,Sunny
1223,C002,customerC002@gmail.com,44:42.5,44:42.5,"480 Elm St, City, Country",9:00-13:00,Failed,Low,Sunny
1224,C092,customerC092@gmail.com,44:42.5,44:42.5,"726 Main St, City, Country",15:00-18:00,Success,High,Sunny
1225,C054,customerC054@gmail.com,44:42.5,44:42.5,"785 Pine St, City, Country",21:00-24:00,Success,Medium,Sunny
1226,C087,customerC087@gmail.com,44:42.5,44:42.5,"560 Pine St, City, Country",16:00-18:00,Failed,Low,Rainy
